user_id,destination_id,destination_name,rating
53.0,94.0,Budhanilakantha Temple,3.0
53.0,136.0,Red Cliffs,4.0
53.0,151.0,Astrek Climbing Wall,4.0
53.0,178.0,Seto Machindranath Temple,3.0
53.0,199.0,Jagan Narayan Temple,3.0
53.0,204.0,Guhyeshwari Temple,3.0
53.0,232.0,Ratna Park,3.0
53.0,234.0,Banke National Park,4.0
53.0,235.0,Char Narayan Temple,3.0
53.0,262.0,Woodcraft Gallery,3.0
54.0,1.0,Phewa Tal (Fewa Lake),5.0
54.0,2.0,Sarangkot,5.0
54.0,3.0,Swayambhunath Temple,4.0
54.0,4.0,Poon Hill,5.0
54.0,5.0,Peace Temple,4.0
54.0,6.0,Pashupatinath Temple,4.0
54.0,7.0,Durbar (Central) Square,3.0
54.0,8.0,Chandragiri Hills,4.0
54.0,9.0,Mount Everest,5.0
54.0,10.0,Begnas Lake,5.0
54.0,13.0,International Mountain Museum,3.0
54.0,23.0,Polar Trekking & Expedition  - Day Tours,3.0
54.0,38.0,Bishazari Tal,3.0
54.0,49.0,Hanuman Dhoka,3.0
54.0,60.0,Pathibhara Devi Temple,3.0
54.0,84.0,Kedareshwar Mahadev Mani Temple,3.0
54.0,97.0,Khumbu Glacier,5.0
54.0,131.0,Mandala Street,4.0
54.0,156.0,Pindeshwor Temple,3.0
54.0,167.0,Elephant Breeding Centre,3.0
54.0,184.0,Taumadhi Square,3.0
54.0,214.0,Shiva Parvati Temple,3.0
54.0,220.0,Pottery Square,3.0
54.0,243.0,Gokarneshwor Mahadev Temple,4.0
55.0,1.0,Phewa Tal (Fewa Lake),5.0
55.0,2.0,Sarangkot,5.0
55.0,3.0,Swayambhunath Temple,4.0
55.0,4.0,Poon Hill,5.0
55.0,5.0,Peace Temple,4.0
55.0,6.0,Pashupatinath Temple,4.0
55.0,7.0,Durbar (Central) Square,3.0
55.0,8.0,Chandragiri Hills,4.0
55.0,9.0,Mount Everest,5.0
55.0,10.0,Begnas Lake,5.0
55.0,46.0,Jangchub Choeling Tibetan Monastery,3.0
55.0,49.0,Hanuman Dhoka,3.0
55.0,55.0,Bat Cave,3.0
55.0,63.0,Kumari Chowk,3.0
55.0,68.0,Kali Gandaki River,4.0
55.0,70.0,Rudra Varna Mahavihar,3.0
55.0,109.0,Rara Lake,5.0
55.0,135.0,Mount Climber Trekking Garment Pvt Ltd,3.0
55.0,171.0,Indreshwar Mahadev Temple,3.0
55.0,174.0,Rato Machhendranath Temple,3.0
55.0,183.0,Casino Royale,4.0
55.0,209.0,Ghadiarwa Pokhari,3.0
55.0,218.0,Manakamana Mandir,4.0
55.0,249.0,Chilancho Bahal,3.0
55.0,251.0,Music Museum of Nepal,3.0
55.0,264.0,Macchhermo,3.0
55.0,279.0,Millionaire's Club and Casino,4.0
55.0,280.0,Nepal Art Council Gallery,3.0
56.0,1.0,Phewa Tal (Fewa Lake),4.0
56.0,2.0,Sarangkot,4.0
56.0,3.0,Swayambhunath Temple,4.0
56.0,4.0,Poon Hill,4.0
56.0,5.0,Peace Temple,4.0
56.0,6.0,Pashupatinath Temple,4.0
56.0,7.0,Durbar (Central) Square,3.0
56.0,8.0,Chandragiri Hills,4.0
56.0,9.0,Mount Everest,4.0
56.0,10.0,Begnas Lake,4.0
56.0,18.0,Nagarkot Panoramic Hiking Trail,3.0
56.0,31.0,Barahi temple,4.0
56.0,43.0,Dakshinkali Temple,4.0
56.0,62.0,Janaki Temple,4.0
56.0,70.0,Rudra Varna Mahavihar,3.0
56.0,71.0,Khumbeshwar Temple,3.0
56.0,106.0,Ilam Tea Garden,4.0
56.0,138.0,Gosainkunda,5.0
56.0,164.0,Taudaha Lake,4.0
56.0,172.0,Degu Taleju Temple,3.0
56.0,202.0,The Natural History Museum,3.0
56.0,217.0,Ambikeshwori Temple,3.0
56.0,288.0,Bhairavnath Temple,3.0
56.0,290.0,Sindhuli Gadhi,4.0
56.0,293.0,Jamchen Lhakhang Monastery,3.0
57.0,1.0,Phewa Tal (Fewa Lake),4.0
57.0,2.0,Sarangkot,4.0
57.0,3.0,Swayambhunath Temple,3.0
57.0,4.0,Poon Hill,4.0
57.0,5.0,Peace Temple,4.0
57.0,6.0,Pashupatinath Temple,3.0
57.0,7.0,Durbar (Central) Square,3.0
57.0,8.0,Chandragiri Hills,4.0
57.0,9.0,Mount Everest,5.0
57.0,10.0,Begnas Lake,4.0
57.0,20.0,Patan Durbar Square,4.0
57.0,39.0,Jomsom Muktinath Trek,4.0
57.0,57.0,Sherpa Museum,3.0
57.0,70.0,Rudra Varna Mahavihar,3.0
57.0,90.0,Manakamana Temple,4.0
57.0,94.0,Budhanilakantha Temple,3.0
57.0,104.0,Kyanjin Gompa,3.0
57.0,126.0,Daman,3.0
57.0,142.0,Amideva Buddha Park,3.0
57.0,177.0,Image Ark,2.0
57.0,194.0,Chhango Adventure Canyoning In Nepal,4.0
57.0,237.0,Nara Devi Temple,3.0
57.0,239.0,Kathmandu Contemporary Arts Centre,3.0
57.0,266.0,Namkha Khyung Dzong Rigdin Choling Monastery,3.0
57.0,285.0,Pujari Math,3.0
57.0,291.0,Shiva Mandir Temple,3.0
58.0,1.0,Phewa Tal (Fewa Lake),5.0
58.0,2.0,Sarangkot,5.0
58.0,3.0,Swayambhunath Temple,4.0
58.0,4.0,Poon Hill,5.0
58.0,5.0,Peace Temple,5.0
58.0,6.0,Pashupatinath Temple,4.0
58.0,7.0,Durbar (Central) Square,3.0
58.0,8.0,Chandragiri Hills,4.0
58.0,9.0,Mount Everest,5.0
58.0,10.0,Begnas Lake,5.0
58.0,58.0,Langtang Valley,5.0
58.0,144.0,Patan Gate,4.0
58.0,147.0,Vajrayogini Temple,3.0
58.0,195.0,Jumla,4.0
58.0,196.0,Kwa Bahal,3.0
58.0,205.0,Manakamana Mandir Temple,4.0
58.0,222.0,Crocodile Breeding Centre,3.0
58.0,224.0,Ram Sita Vivah Mandap,3.0
58.0,231.0,Dae Sung Shakya (Korean Temple),3.0
58.0,237.0,Nara Devi Temple,3.0
58.0,250.0,Gallery Mcube,3.0
58.0,267.0,Panch Pokhari,5.0
58.0,286.0,The Thrangu Monastery,4.0
58.0,296.0,Rupse Falls,3.0
59.0,1.0,Phewa Tal (Fewa Lake),5.0
59.0,2.0,Sarangkot,5.0
59.0,3.0,Swayambhunath Temple,4.0
59.0,4.0,Poon Hill,5.0
59.0,5.0,Peace Temple,3.0
59.0,6.0,Pashupatinath Temple,4.0
59.0,7.0,Durbar (Central) Square,3.0
59.0,8.0,Chandragiri Hills,4.0
59.0,9.0,Mount Everest,5.0
59.0,10.0,Begnas Lake,4.0
59.0,17.0,Thamel,4.0
59.0,21.0,Garden of Dreams,3.0
59.0,22.0,Namo Buddha (Stupa),4.0
59.0,23.0,Polar Trekking & Expedition  - Day Tours,4.0
59.0,37.0,Asan,4.0
59.0,47.0,Nagarkot Nature Trail,3.0
59.0,58.0,Langtang Valley,4.0
59.0,61.0,Patan Royal Palace,3.0
59.0,66.0,Rupa Lake,4.0
59.0,79.0,yogconnection,2.0
59.0,99.0,Shree Gaden Dhargay Ling Monastery,3.0
59.0,111.0,Jaganath (Krishna) Temple,3.0
59.0,127.0,Mera Peak,3.0
59.0,129.0,Pokhara Trade Mall,2.0
59.0,139.0,Bagh Bhairab Temple,3.0
59.0,145.0,Kala Bairav,4.0
59.0,163.0,White Monastery,3.0
59.0,165.0,Shechen Monastery,3.0
59.0,171.0,Indreshwar Mahadev Temple,3.0
59.0,191.0,Taragaon Museum,3.0
59.0,210.0,Durbar Marg Street,3.0
59.0,211.0,Bara Gaon,3.0
60.0,1.0,Phewa Tal (Fewa Lake),4.0
60.0,2.0,Sarangkot,4.0
60.0,3.0,Swayambhunath Temple,3.0
60.0,4.0,Poon Hill,4.0
60.0,5.0,Peace Temple,3.0
60.0,6.0,Pashupatinath Temple,4.0
60.0,7.0,Durbar (Central) Square,3.0
60.0,8.0,Chandragiri Hills,3.0
60.0,9.0,Mount Everest,5.0
60.0,10.0,Begnas Lake,4.0
60.0,21.0,Garden of Dreams,3.0
60.0,42.0,Kailashnath Mahadev,3.0
60.0,50.0,Mahendra Cave,3.0
60.0,53.0,Seti River Gourge,3.0
60.0,64.0,Thani Mai Temple,3.0
60.0,65.0,Sagarmatha National Park Museum,2.0
60.0,73.0,Babar Mahal Revisted,3.0
60.0,92.0,Kala Pattar,4.0
60.0,97.0,Khumbu Glacier,4.0
60.0,113.0,Kafuche Lake,4.0
60.0,123.0,Nagarkot Buddha Peace Park Hiking Trail,3.0
60.0,129.0,Pokhara Trade Mall,2.0
60.0,164.0,Taudaha Lake,3.0
60.0,180.0,Ambulapcha-La,2.0
60.0,186.0,Aarya Ghat,2.0
60.0,212.0,Gumba Danda,2.0
60.0,215.0,Thubchen Gompa,2.0
60.0,216.0,Bulbule Lake,3.0
60.0,280.0,Nepal Art Council Gallery,2.0
60.0,298.0,Universal Crafts,2.0
60.0,299.0,Kathmandu Fun Valley,4.0
61.0,1.0,Phewa Tal (Fewa Lake),4.0
61.0,2.0,Sarangkot,4.0
61.0,3.0,Swayambhunath Temple,4.0
61.0,4.0,Poon Hill,3.0
61.0,5.0,Peace Temple,3.0
61.0,6.0,Pashupatinath Temple,3.0
61.0,7.0,Durbar (Central) Square,2.0
61.0,8.0,Chandragiri Hills,4.0
61.0,9.0,Mount Everest,4.0
61.0,10.0,Begnas Lake,4.0
61.0,25.0,Chitwan National Park,4.0
61.0,42.0,Kailashnath Mahadev,3.0
61.0,50.0,Mahendra Cave,3.0
61.0,54.0,Seti Gandaki (Seti River),3.0
61.0,71.0,Khumbeshwar Temple,2.0
61.0,89.0,Klod Fashion Exquisite,2.0
61.0,98.0,Kulekhani Dam,4.0
61.0,106.0,Ilam Tea Garden,4.0
61.0,117.0,Basundhara Park,3.0
61.0,164.0,Taudaha Lake,3.0
61.0,177.0,Image Ark,2.0
61.0,189.0,Basantpur Dabali,3.0
61.0,210.0,Durbar Marg Street,3.0
61.0,229.0,Maru Ganesh Shrine,2.0
61.0,283.0,Siddha Pokhari,3.0
61.0,287.0,Fikkal Bazar,3.0
61.0,295.0,Mother Temple of the Graduated Path to Enlightenment,3.0
61.0,296.0,Rupse Falls,3.0
61.0,299.0,Kathmandu Fun Valley,3.0
62.0,1.0,Phewa Tal (Fewa Lake),5.0
62.0,2.0,Sarangkot,5.0
62.0,3.0,Swayambhunath Temple,4.0
62.0,4.0,Poon Hill,4.0
62.0,5.0,Peace Temple,3.0
62.0,6.0,Pashupatinath Temple,4.0
62.0,7.0,Durbar (Central) Square,3.0
62.0,8.0,Chandragiri Hills,4.0
62.0,9.0,Mount Everest,4.0
62.0,10.0,Begnas Lake,4.0
62.0,12.0,Patan Museum,3.0
62.0,26.0,Gupteswar Gupha,3.0
62.0,30.0,Muktinath Temple,4.0
62.0,37.0,Asan,4.0
62.0,45.0,Krisnhna Mandir Temple (Chayasim Deval),3.0
62.0,75.0,Labim Mall,3.0
62.0,83.0,Phulchoki,4.0
62.0,84.0,Kedareshwar Mahadev Mani Temple,3.0
62.0,88.0,Mt Ama Dablam,3.0
62.0,101.0,Muktinath Temple,4.0
62.0,105.0,Chitwan Tharu Village,3.0
62.0,163.0,White Monastery,3.0
62.0,183.0,Casino Royale,4.0
62.0,189.0,Basantpur Dabali,3.0
62.0,192.0,Boudha Farmers Market at Utpala Cafe,3.0
62.0,211.0,Bara Gaon,3.0
62.0,229.0,Maru Ganesh Shrine,2.0
62.0,253.0,Destination Agro Farm Pvt Ltd,2.0
62.0,260.0,Peace Pagoda,3.0
62.0,262.0,Woodcraft Gallery,2.0
62.0,268.0,Root Art Gallery,2.0
62.0,299.0,Kathmandu Fun Valley,3.0
63.0,1.0,Phewa Tal (Fewa Lake),5.0
63.0,2.0,Sarangkot,5.0
63.0,3.0,Swayambhunath Temple,3.0
63.0,4.0,Poon Hill,5.0
63.0,5.0,Peace Temple,3.0
63.0,6.0,Pashupatinath Temple,3.0
63.0,7.0,Durbar (Central) Square,2.0
63.0,8.0,Chandragiri Hills,3.0
63.0,9.0,Mount Everest,5.0
63.0,10.0,Begnas Lake,5.0
63.0,16.0,Kopan Monastery,3.0
63.0,67.0,Tushita-Nepal,2.0
63.0,85.0,Makwanpur Gadhi,3.0
63.0,104.0,Kyanjin Gompa,2.0
63.0,120.0,Whoopee Land Amusement and Water Park,4.0
63.0,134.0,Sauraha Tharu Culture House,3.0
63.0,145.0,Kala Bairav,3.0
63.0,148.0,Kanchenjunga,4.0
63.0,152.0,The Ashokan Stupas,3.0
63.0,153.0,Templo de Changu Narayan,3.0
63.0,161.0,Valle del Naar,2.0
63.0,216.0,Bulbule Lake,3.0
63.0,227.0,Ram Mandir,3.0
63.0,244.0,Rolwaling Valley,2.0
63.0,258.0,Jyapu Museum,2.0
63.0,293.0,Jamchen Lhakhang Monastery,2.0
63.0,296.0,Rupse Falls,3.0
64.0,1.0,Phewa Tal (Fewa Lake),5.0
64.0,2.0,Sarangkot,4.0
64.0,3.0,Swayambhunath Temple,4.0
64.0,4.0,Poon Hill,3.0
64.0,5.0,Peace Temple,3.0
64.0,6.0,Pashupatinath Temple,3.0
64.0,7.0,Durbar (Central) Square,2.0
64.0,8.0,Chandragiri Hills,3.0
64.0,9.0,Mount Everest,4.0
64.0,10.0,Begnas Lake,4.0
64.0,27.0,Trisuli River,3.0
64.0,50.0,Mahendra Cave,2.0
64.0,52.0,The Crematoria,2.0
64.0,67.0,Tushita-Nepal,2.0
64.0,76.0,Basantapur Tower,3.0
64.0,99.0,Shree Gaden Dhargay Ling Monastery,3.0
64.0,106.0,Ilam Tea Garden,4.0
64.0,112.0,Dipang Lake,3.0
64.0,124.0,Nagarkot to Dhulikhel Hiking,3.0
64.0,146.0,Vishwanath Mandir Temple,2.0
64.0,178.0,Seto Machindranath Temple,3.0
64.0,180.0,Ambulapcha-La,2.0
64.0,205.0,Manakamana Mandir Temple,3.0
64.0,221.0,Khaptad National Park,4.0
64.0,234.0,Banke National Park,4.0
64.0,245.0,Makhan Tole,3.0
64.0,262.0,Woodcraft Gallery,2.0
64.0,278.0,Martyr Memorial Park,2.0
64.0,281.0,Gaddhi Baithak,2.0
64.0,296.0,Rupse Falls,3.0
64.0,299.0,Kathmandu Fun Valley,4.0
65.0,1.0,Phewa Tal (Fewa Lake),4.0
65.0,2.0,Sarangkot,4.0
65.0,3.0,Swayambhunath Temple,3.0
65.0,4.0,Poon Hill,4.0
65.0,5.0,Peace Temple,3.0
65.0,6.0,Pashupatinath Temple,3.0
65.0,7.0,Durbar (Central) Square,3.0
65.0,8.0,Chandragiri Hills,3.0
65.0,9.0,Mount Everest,4.0
65.0,10.0,Begnas Lake,3.0
65.0,40.0,Shivapuri Nagarjun National Park,2.0
65.0,84.0,Kedareshwar Mahadev Mani Temple,3.0
65.0,103.0,Shree Gahawamai Temple,2.0
65.0,140.0,Sankhu Village,3.0
65.0,152.0,The Ashokan Stupas,3.0
65.0,156.0,Pindeshwor Temple,3.0
65.0,181.0,Datankali Temple,4.0
65.0,185.0,Freak Street (Jhhonchen Tole),3.0
65.0,187.0,Eternal Peace Flame,2.0
65.0,218.0,Manakamana Mandir,4.0
65.0,222.0,Crocodile Breeding Centre,3.0
65.0,283.0,Siddha Pokhari,3.0
66.0,1.0,Phewa Tal (Fewa Lake),4.0
66.0,2.0,Sarangkot,4.0
66.0,3.0,Swayambhunath Temple,4.0
66.0,4.0,Poon Hill,4.0
66.0,5.0,Peace Temple,4.0
66.0,6.0,Pashupatinath Temple,4.0
66.0,7.0,Durbar (Central) Square,4.0
66.0,8.0,Chandragiri Hills,4.0
66.0,9.0,Mount Everest,4.0
66.0,10.0,Begnas Lake,3.0
66.0,36.0,Kala Patthar,5.0
66.0,45.0,Krisnhna Mandir Temple (Chayasim Deval),3.0
66.0,64.0,Thani Mai Temple,3.0
66.0,84.0,Kedareshwar Mahadev Mani Temple,3.0
66.0,95.0,Pullahari Monastery,3.0
66.0,128.0,Akash Bhairav Temple,2.0
66.0,140.0,Sankhu Village,3.0
66.0,228.0,Annapurna Temple,3.0
66.0,236.0,Thahiti Chowk,3.0
66.0,249.0,Chilancho Bahal,3.0
66.0,288.0,Bhairavnath Temple,3.0
66.0,294.0,Big Bell,3.0
67.0,1.0,Phewa Tal (Fewa Lake),5.0
67.0,2.0,Sarangkot,5.0
67.0,3.0,Swayambhunath Temple,4.0
67.0,4.0,Poon Hill,4.0
67.0,5.0,Peace Temple,4.0
67.0,6.0,Pashupatinath Temple,4.0
67.0,7.0,Durbar (Central) Square,4.0
67.0,8.0,Chandragiri Hills,5.0
67.0,9.0,Mount Everest,5.0
67.0,10.0,Begnas Lake,5.0
67.0,18.0,Nagarkot Panoramic Hiking Trail,4.0
67.0,36.0,Kala Patthar,5.0
67.0,50.0,Mahendra Cave,3.0
67.0,68.0,Kali Gandaki River,3.0
67.0,71.0,Khumbeshwar Temple,3.0
67.0,78.0,The Central Zoo,4.0
67.0,82.0,Mangal Bazar,3.0
67.0,92.0,Kala Pattar,5.0
67.0,102.0,Tharu Cultural Museum and Research Center,3.0
67.0,129.0,Pokhara Trade Mall,3.0
67.0,147.0,Vajrayogini Temple,3.0
67.0,161.0,Valle del Naar,3.0
67.0,173.0,Dattatreya Temple,3.0
67.0,176.0,Cathedral of the Assumption of the Blessed Virgin Mary,3.0
67.0,179.0,Nagi Gompa,3.0
67.0,184.0,Taumadhi Square,3.0
67.0,193.0,Shukla Phanta National Park,4.0
67.0,204.0,Guhyeshwari Temple,3.0
67.0,248.0,Vaisha Dev (Toothache Tree),3.0
67.0,266.0,Namkha Khyung Dzong Rigdin Choling Monastery,3.0
67.0,298.0,Universal Crafts,3.0
68.0,1.0,Phewa Tal (Fewa Lake),4.0
68.0,2.0,Sarangkot,4.0
68.0,3.0,Swayambhunath Temple,3.0
68.0,4.0,Poon Hill,4.0
68.0,5.0,Peace Temple,3.0
68.0,6.0,Pashupatinath Temple,3.0
68.0,7.0,Durbar (Central) Square,4.0
68.0,8.0,Chandragiri Hills,4.0
68.0,9.0,Mount Everest,5.0
68.0,10.0,Begnas Lake,5.0
68.0,42.0,Kailashnath Mahadev,4.0
68.0,46.0,Jangchub Choeling Tibetan Monastery,3.0
68.0,53.0,Seti River Gourge,3.0
68.0,56.0,Tiger Residency Resort,4.0
68.0,68.0,Kali Gandaki River,3.0
68.0,81.0,Adam Tribe Organic Farm,3.0
68.0,91.0,Pokhara Museum,2.0
68.0,118.0,Nuwakot Durbar,3.0
68.0,120.0,Whoopee Land Amusement and Water Park,3.0
68.0,154.0,Sauraha Art Gallery,2.0
68.0,165.0,Shechen Monastery,3.0
68.0,213.0,Tribhuvan Park,4.0
68.0,222.0,Crocodile Breeding Centre,3.0
68.0,229.0,Maru Ganesh Shrine,3.0
68.0,296.0,Rupse Falls,3.0
69.0,1.0,Phewa Tal (Fewa Lake),5.0
69.0,2.0,Sarangkot,5.0
69.0,3.0,Swayambhunath Temple,4.0
69.0,4.0,Poon Hill,5.0
69.0,5.0,Peace Temple,4.0
69.0,6.0,Pashupatinath Temple,3.0
69.0,7.0,Durbar (Central) Square,3.0
69.0,8.0,Chandragiri Hills,4.0
69.0,9.0,Mount Everest,5.0
69.0,10.0,Begnas Lake,4.0
69.0,33.0,Annapurna Base Camp Trek,4.0
69.0,38.0,Bishazari Tal,3.0
69.0,65.0,Sagarmatha National Park Museum,3.0
69.0,73.0,Babar Mahal Revisted,3.0
69.0,74.0,"Pandeli Park, Sarangkot",3.0
69.0,77.0,Tatopani Hot Spring,4.0
69.0,91.0,Pokhara Museum,3.0
69.0,129.0,Pokhara Trade Mall,3.0
69.0,148.0,Kanchenjunga,3.0
69.0,175.0,Shiv Jatta,3.0
69.0,182.0,Halesi Mahadev Temple,3.0
69.0,196.0,Kwa Bahal,3.0
69.0,212.0,Gumba Danda,3.0
69.0,224.0,Ram Sita Vivah Mandap,3.0
69.0,236.0,Thahiti Chowk,3.0
69.0,248.0,Vaisha Dev (Toothache Tree),3.0
69.0,264.0,Macchhermo,3.0
69.0,265.0,Khadga Devi temple,3.0
69.0,267.0,Panch Pokhari,4.0
70.0,1.0,Phewa Tal (Fewa Lake),5.0
70.0,2.0,Sarangkot,4.0
70.0,3.0,Swayambhunath Temple,4.0
70.0,4.0,Poon Hill,4.0
70.0,5.0,Peace Temple,3.0
70.0,6.0,Pashupatinath Temple,3.0
70.0,7.0,Durbar (Central) Square,4.0
70.0,8.0,Chandragiri Hills,4.0
70.0,9.0,Mount Everest,5.0
70.0,10.0,Begnas Lake,4.0
70.0,52.0,The Crematoria,3.0
70.0,55.0,Bat Cave,3.0
70.0,63.0,Kumari Chowk,3.0
70.0,87.0,Machapuchare,4.0
70.0,89.0,Klod Fashion Exquisite,3.0
70.0,126.0,Daman,3.0
70.0,138.0,Gosainkunda,4.0
70.0,164.0,Taudaha Lake,4.0
70.0,167.0,Elephant Breeding Centre,3.0
70.0,191.0,Taragaon Museum,3.0
70.0,199.0,Jagan Narayan Temple,3.0
70.0,200.0,Kaiser Library,3.0
70.0,229.0,Maru Ganesh Shrine,3.0
70.0,279.0,Millionaire's Club and Casino,2.0
71.0,1.0,Phewa Tal (Fewa Lake),5.0
71.0,2.0,Sarangkot,4.0
71.0,3.0,Swayambhunath Temple,4.0
71.0,4.0,Poon Hill,3.0
71.0,5.0,Peace Temple,4.0
71.0,6.0,Pashupatinath Temple,4.0
71.0,7.0,Durbar (Central) Square,3.0
71.0,8.0,Chandragiri Hills,4.0
71.0,9.0,Mount Everest,5.0
71.0,10.0,Begnas Lake,5.0
71.0,15.0,Narayani River,4.0
71.0,22.0,Namo Buddha (Stupa),5.0
71.0,101.0,Muktinath Temple,4.0
71.0,125.0,Taleju Mandir Temple,3.0
71.0,130.0,MidTown Galleria,3.0
71.0,152.0,The Ashokan Stupas,3.0
71.0,161.0,Valle del Naar,3.0
71.0,227.0,Ram Mandir,4.0
71.0,274.0,Hidden Valley (Khumjung Green Valley),3.0
71.0,281.0,Gaddhi Baithak,3.0
71.0,294.0,Big Bell,3.0
72.0,1.0,Phewa Tal (Fewa Lake),4.0
72.0,2.0,Sarangkot,4.0
72.0,3.0,Swayambhunath Temple,3.0
72.0,4.0,Poon Hill,4.0
72.0,5.0,Peace Temple,3.0
72.0,6.0,Pashupatinath Temple,3.0
72.0,7.0,Durbar (Central) Square,3.0
72.0,8.0,Chandragiri Hills,4.0
72.0,9.0,Mount Everest,5.0
72.0,10.0,Begnas Lake,4.0
72.0,14.0,Bhaktapur Durbar Square,3.0
72.0,34.0,Annapurna Mountain Range,3.0
72.0,72.0,Annapurna Butterfly Museum,2.0
72.0,79.0,yogconnection,2.0
72.0,91.0,Pokhara Museum,3.0
72.0,128.0,Akash Bhairav Temple,3.0
72.0,185.0,Freak Street (Jhhonchen Tole),3.0
72.0,219.0,Bishal Bazaar,3.0
72.0,239.0,Kathmandu Contemporary Arts Centre,3.0
72.0,249.0,Chilancho Bahal,3.0
72.0,255.0,Tridevi Temple,3.0
72.0,269.0,Minnath temple,3.0
72.0,273.0,Chhairo Gompa,3.0
72.0,286.0,The Thrangu Monastery,3.0
72.0,292.0,Ghanta Ghar Clock Tower,3.0
72.0,296.0,Rupse Falls,4.0
73.0,1.0,Phewa Tal (Fewa Lake),5.0
73.0,2.0,Sarangkot,5.0
73.0,3.0,Swayambhunath Temple,4.0
73.0,4.0,Poon Hill,5.0
73.0,5.0,Peace Temple,3.0
73.0,6.0,Pashupatinath Temple,4.0
73.0,7.0,Durbar (Central) Square,4.0
73.0,8.0,Chandragiri Hills,4.0
73.0,9.0,Mount Everest,5.0
73.0,10.0,Begnas Lake,5.0
73.0,34.0,Annapurna Mountain Range,5.0
73.0,66.0,Rupa Lake,4.0
73.0,70.0,Rudra Varna Mahavihar,4.0
73.0,79.0,yogconnection,3.0
73.0,111.0,Jaganath (Krishna) Temple,3.0
73.0,133.0,Memorial to Scott Fischer,3.0
73.0,134.0,Sauraha Tharu Culture House,3.0
73.0,139.0,Bagh Bhairab Temple,3.0
73.0,168.0,The National Museum,3.0
73.0,170.0,Nagarjun Forest Reserve,3.0
73.0,188.0,Tengboche Gompa,2.0
73.0,231.0,Dae Sung Shakya (Korean Temple),2.0
73.0,258.0,Jyapu Museum,3.0
73.0,268.0,Root Art Gallery,2.0
73.0,274.0,Hidden Valley (Khumjung Green Valley),2.0
74.0,1.0,Phewa Tal (Fewa Lake),4.0
74.0,2.0,Sarangkot,4.0
74.0,3.0,Swayambhunath Temple,3.0
74.0,4.0,Poon Hill,4.0
74.0,5.0,Peace Temple,3.0
74.0,6.0,Pashupatinath Temple,4.0
74.0,7.0,Durbar (Central) Square,3.0
74.0,8.0,Chandragiri Hills,4.0
74.0,9.0,Mount Everest,4.0
74.0,10.0,Begnas Lake,4.0
74.0,15.0,Narayani River,3.0
74.0,101.0,Muktinath Temple,4.0
74.0,105.0,Chitwan Tharu Village,3.0
74.0,115.0,Gurunghe Hill,3.0
74.0,120.0,Whoopee Land Amusement and Water Park,4.0
74.0,154.0,Sauraha Art Gallery,3.0
74.0,164.0,Taudaha Lake,3.0
74.0,184.0,Taumadhi Square,3.0
74.0,193.0,Shukla Phanta National Park,4.0
74.0,200.0,Kaiser Library,3.0
74.0,205.0,Manakamana Mandir Temple,3.0
74.0,222.0,Crocodile Breeding Centre,3.0
74.0,250.0,Gallery Mcube,3.0
74.0,258.0,Jyapu Museum,3.0
74.0,261.0,Cambodia Lumbini Buddhist Temple,3.0
74.0,264.0,Macchhermo,3.0
74.0,270.0,Mount Manaslu,3.0
74.0,271.0,Casino Mahjong,3.0
74.0,285.0,Pujari Math,3.0
74.0,286.0,The Thrangu Monastery,3.0
74.0,290.0,Sindhuli Gadhi,4.0
74.0,298.0,Universal Crafts,3.0
75.0,1.0,Phewa Tal (Fewa Lake),5.0
75.0,2.0,Sarangkot,5.0
75.0,3.0,Swayambhunath Temple,4.0
75.0,4.0,Poon Hill,5.0
75.0,5.0,Peace Temple,4.0
75.0,6.0,Pashupatinath Temple,4.0
75.0,7.0,Durbar (Central) Square,4.0
75.0,8.0,Chandragiri Hills,4.0
75.0,9.0,Mount Everest,5.0
75.0,10.0,Begnas Lake,4.0
75.0,53.0,Seti River Gourge,3.0
75.0,56.0,Tiger Residency Resort,3.0
75.0,79.0,yogconnection,2.0
75.0,112.0,Dipang Lake,4.0
75.0,140.0,Sankhu Village,3.0
75.0,164.0,Taudaha Lake,4.0
75.0,184.0,Taumadhi Square,3.0
75.0,186.0,Aarya Ghat,2.0
75.0,215.0,Thubchen Gompa,2.0
75.0,277.0,Manimandap Pati,2.0
75.0,284.0,Casino Rad,3.0
76.0,1.0,Phewa Tal (Fewa Lake),5.0
76.0,2.0,Sarangkot,5.0
76.0,3.0,Swayambhunath Temple,4.0
76.0,4.0,Poon Hill,5.0
76.0,5.0,Peace Temple,4.0
76.0,6.0,Pashupatinath Temple,3.0
76.0,7.0,Durbar (Central) Square,3.0
76.0,8.0,Chandragiri Hills,4.0
76.0,9.0,Mount Everest,5.0
76.0,10.0,Begnas Lake,4.0
76.0,27.0,Trisuli River,4.0
76.0,39.0,Jomsom Muktinath Trek,3.0
76.0,50.0,Mahendra Cave,3.0
76.0,77.0,Tatopani Hot Spring,3.0
76.0,91.0,Pokhara Museum,3.0
76.0,112.0,Dipang Lake,4.0
76.0,115.0,Gurunghe Hill,3.0
76.0,116.0,Ramgram Stupa,3.0
76.0,122.0,Dhumba Lake,2.0
76.0,133.0,Memorial to Scott Fischer,2.0
76.0,148.0,Kanchenjunga,4.0
76.0,155.0,Mardi Himal,5.0
76.0,174.0,Rato Machhendranath Temple,4.0
76.0,192.0,Boudha Farmers Market at Utpala Cafe,3.0
76.0,193.0,Shukla Phanta National Park,4.0
